Gene,COG,Description,Name,GOs,ECs,KEGG_ko,KEGG_Reaction,KEGG_TC,CAZy,PFAMs
PN96_RS14225,H,"Removes the pyruvyl group from chorismate, with concomitant aromatization of the ring, to provide 4- hydroxybenzoate (4HB) for the ubiquinone pathway",ubiC,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008813,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016830,GO:0016833,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663",4.1.3.40,ko:K03181,R01302,,,Chor_lyase
PN96_RS14230,H,"Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of ubiquinone-8 (UQ-8) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate 3- octaprenyl-4-hydroxybenzoate",ubiA,"GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008412,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016765,GO:0031224,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044425,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663",2.5.1.39,ko:K03179,"R05000,R05615",,,UbiA
PN96_RS14235,I,Belongs to the GPAT DAPAT family,plsB,"GO:0003674,GO:0003824,GO:0004366,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006220,GO:0006221,GO:0006629,GO:0006644,GO:0006650,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0016020,GO:0016024,GO:0016740,GO:0016746,GO:0016747,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044464,GO:0045017,GO:0046341,GO:0046474,GO:0046483,GO:0046486,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0102420,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.3.1.15,ko:K00631,"R00851,R09380",,,Acyltransferase
PN96_RS14240,K,"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair",lexA,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005575,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006282,GO:0006351,GO:0006355,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0016787,GO:0017171,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032774,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0070011,GO:0071496,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0097659,GO:0140096,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001020,GO:2001141",3.4.21.88,ko:K01356,,,,"LexA_DNA_bind,Peptidase_S24"
PN96_RS14245,H,COG3315 O-Methyltransferase involved in polyketide biosynthesis,VP2944,,,,,,,LCM
PN96_RS14250,V,Na driven multidrug efflux pump,dinF,,,ko:K03327,,2.A.66.1,,MatE
PN96_RS14255,C,"Conversion of NADPH, generated by peripheral catabolic pathways, to NADH, which can enter the respiratory chain for energy generation",sthA,"GO:0000166,GO:0003674,GO:0003824,GO:0003957,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0008746,GO:0009055,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015672,GO:0016491,GO:0016651,GO:0016652,GO:0019725,GO:0022857,GO:0022890,GO:0022900,GO:0034220,GO:0036094,GO:0042592,GO:0043167,GO:0043168,GO:0044237,GO:0044424,GO:0044464,GO:0045454,GO:0048037,GO:0050660,GO:0050662,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0065007,GO:0065008,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:1901265,GO:1901363,GO:1902600",1.6.1.1,ko:K00322,R00112,,,"Pyr_redox_2,Pyr_redox_dim"
PN96_RS14260,K,Transcriptional regulator,fabR,,,ko:K22105,,,,TetR_N
PN96_RS14265,S,Protein of unknown function (DUF1422),yijD,,,,,,,DUF1422
PN96_RS14270,J,"Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA)",trmA,"GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016300,GO:0016740,GO:0016741,GO:0030488,GO:0030696,GO:0030697,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360",2.1.1.35,ko:K00557,,,,tRNA_U5-meth_tr
PN96_RS14275,H,Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB,btuB,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006855,GO:0008150,GO:0009279,GO:0015238,GO:0015267,GO:0015288,GO:0015399,GO:0015405,GO:0015420,GO:0015889,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019867,GO:0022803,GO:0022804,GO:0022829,GO:0022857,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032991,GO:0035461,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044462,GO:0044464,GO:0046930,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098796",,ko:K16092,,1.B.14.3,,"Plug,TonB_dep_Rec"
PN96_RS14280,S,ATPases of PP-loop superfamily,,,,,,,,Diphthami_syn_2
PN96_RS14285,M,Provides the (R)-glutamate required for cell wall biosynthesis,murI,"GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008360,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016853,GO:0016854,GO:0016855,GO:0022603,GO:0022604,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0045229,GO:0047661,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",5.1.1.3,ko:K01776,R00260,,,Asp_Glu_race
PN96_RS14290,S,COG0724 RNA-binding proteins (RRM domain),,,,,,,,RRM_1
PN96_RS14355,NU,"domain, Protein",,,,,,,,SPOR
PN96_RS14360,NU,"COG3121 P pilus assembly protein, chaperone PapD",,,,,,,,PapD_N
PN96_RS14370,S,Domain of unknown function (DUF4402),,,,,,,,DUF4402
PN96_RS14375,E,Sporulation domain-containing protein,,,,,,,,SPOR
PN96_RS14380,K,Activates ribosomal RNA transcription. Plays a direct role in upstream activation of rRNA promoters,fis,"GO:0000229,GO:0000785,GO:0000786,GO:0000787,GO:0000789,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044444,GO:0044446,GO:0044464,GO:0044815,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",,ko:K03557,,,,HTH_8
PN96_RS14385,J,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",dusB,"GO:0000049,GO:0000166,GO:0002943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016627,GO:0017150,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363",,ko:K05540,,,,Dus
PN96_RS14390,J,Methylates ribosomal protein L11,prmA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006479,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008213,GO:0008276,GO:0009987,GO:0016740,GO:0016741,GO:0019538,GO:0032259,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0140096,GO:1901564",,ko:K02687,,,,PrmA
PN96_RS14395,I,Biotin carboxylase,accC,,"6.3.4.14,6.4.1.2",ko:K01961,"R00742,R04385",,,"Biotin_carb_C,Biotin_carb_N,CPSase_L_D2"
PN96_RS14400,I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",accB,,,ko:K02160,R00742,,,Biotin_lipoyl
PN96_RS14405,E,Catalyzes a trans-dehydration via an enolate intermediate,aroQ,"GO:0003674,GO:0003824,GO:0003855,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019438,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046417,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.10,ko:K03786,R03084,,,DHquinase_II
PN96_RS14410,F,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",acsA,"GO:0000166,GO:0003674,GO:0003824,GO:0003987,GO:0005488,GO:0005524,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006139,GO:0006163,GO:0006164,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016208,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0016999,GO:0017076,GO:0017144,GO:0018130,GO:0019427,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0046390,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0055086,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",6.2.1.1,ko:K01895,"R00235,R00236,R00316,R00926,R01354",,,"ACAS_N,AMP-binding,AMP-binding_C"
PN96_RS14415,L,"DNA polymerase III, epsilon subunit",,,2.7.7.7,ko:K02342,"R00375,R00376,R00377,R00378",,,RNase_T
PN96_RS14420,T,containing cAMP-binding and CBS domains,,,,ko:K07182,,,,"CBS,DUF294,DUF294_C,cNMP_binding"
PN96_RS14425,EGP,of the major facilitator superfamily,hcaT,,,ko:K05820,,2.A.1.27,,MFS_1_like
PN96_RS14430,T,COG0591 Na proline symporter,,,,,,,,"HATPase_c,HisKA,PAS_7,Response_reg"
PN96_RS14435,C,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,fumC,,4.2.1.2,ko:K01679,R01082,,,"FumaraseC_C,Lyase_1"
PN96_RS14440,,,,,,,,,,
PN96_RS14445,S,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,actP,,,ko:K14393,,2.A.21.7,,SSF
PN96_RS14450,S,membrane,,,,,,,,DUF4212
PN96_RS14455,P,K( ) H( ) antiporter that extrudes potassium in exchange for external protons and maintains the internal concentration of potassium under toxic levels,nhaP2,"GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005451,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006884,GO:0008150,GO:0008152,GO:0008324,GO:0008361,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0016491,GO:0016614,GO:0019725,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0032535,GO:0034220,GO:0036094,GO:0042592,GO:0043167,GO:0043168,GO:0044425,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066,GO:0097159,GO:0098655,GO:0098660,GO:0098662,GO:0099516,GO:1901265,GO:1901363,GO:1902600",,ko:K11105,,2.A.36.6,,"CorC_HlyC,Na_H_Exchanger,TrkA_C"
PN96_RS14460,K,COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,,,,,,,,"GerE,Response_reg"
PN96_RS14465,CO,Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps,dsbD,"GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0008152,GO:0009987,GO:0015035,GO:0015036,GO:0016020,GO:0016021,GO:0016043,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016853,GO:0016860,GO:0016864,GO:0017004,GO:0019725,GO:0022607,GO:0031224,GO:0031226,GO:0034622,GO:0042592,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0055114,GO:0065003,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0140096",1.8.1.8,ko:K04084,,5.A.1.1,,"DsbC,DsbD,Thioredoxin_7"
PN96_RS14470,S,Responsible for the transport of C4-dicarboxylates from the periplasm across the inner membrane,dcuA,,,ko:K07791,,2.A.13.1,,DcuA_DcuB
PN96_RS14475,E,Aspartate ammonia-lyase,aspA,,4.3.1.1,ko:K01744,R00490,,,"FumaraseC_C,Lyase_1"
PN96_RS14480,S,COG3030 Protein affecting phage T7 exclusion by the F plasmid,fxsA,,,ko:K07113,,,,FxsA
PN96_RS14485,J,Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide,trmL,,2.1.1.207,ko:K03216,,,,SpoU_methylase
PN96_RS14490,T,sensor protein,cpxA,,2.7.13.3,ko:K07640,,,,"CpxA_peri,HAMP,HATPase_c,HisKA"
PN96_RS14495,K,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,cpxR,,,ko:K07662,,,,"Response_reg,Trans_reg_C"
PN96_RS14500,NPTU,"COG3678 P pilus assembly Cpx signaling pathway, periplasmic inhibitor zinc-resistance associated protein",cpxP,,,ko:K06006,,,,LTXXQ
PN96_RS14505,P,Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family,fieF,,,ko:K13283,,2.A.4.7.1,,"Cation_efflux,ZT_dimer"
PN96_RS14510,F,"Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis",pfkA,"GO:0000166,GO:0003674,GO:0003824,GO:0003872,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006002,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008443,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035639,GO:0036094,GO:0042866,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046872,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0061615,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576",2.7.1.11,ko:K00850,"R00756,R03236,R03237,R03238,R03239,R04779",,,PFK
PN96_RS14515,V,Na driven multidrug efflux pump,,,,,,,,MatE
PN96_RS14520,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,"GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008144,GO:0008150,GO:0009987,GO:0010033,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0035966,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077,GO:0097159,GO:0097367,GO:1901265,GO:1901363",,ko:K04078,,,,Cpn10
PN96_RS14525,O,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,"GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008144,GO:0008150,GO:0009987,GO:0016465,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0042026,GO:0043167,GO:0043168,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0097159,GO:0097367,GO:0101031,GO:1901265,GO:1901363,GO:1990220",,ko:K04077,,,,Cpn60_TCP1
PN96_RS14530,,,,,,,,,,
PN96_RS14535,L,"Resolvase, N terminal domain",,,,,,,,"HTH_38,HTH_7,Resolvase"
PN96_RS14540,L,Belongs to the 'phage' integrase family,,,,,,,,"Phage_int_SAM_5,Phage_integrase"
PN96_RS14545,,,,,,,,,,
PN96_RS14550,S,MgtC family,,,,ko:K07507,,9.B.20,,MgtC
PN96_RS14555,C,"Lysine 2,3-aminomutase",yjeK,,,ko:K19810,,,,"Fer4_12,Fer4_14,Radical_SAM"
PN96_RS14560,J,"Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome. Modification of Lys-34 is required for alleviation",efp,"GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,ko:K02356,,,,"EFP,EFP_N,Elong-fact-P_C"
PN96_RS14565,O,SPFH domain / Band 7 family,,,,,,,,Band_7
PN96_RS14570,C,Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane,frdD,"GO:0000104,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006106,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016627,GO:0019752,GO:0031224,GO:0043436,GO:0043648,GO:0044237,GO:0044281,GO:0044425,GO:0044464,GO:0045333,GO:0055114,GO:0071704,GO:0071944",,ko:K00247,R02164,,,Fumarate_red_D
PN96_RS14575,C,Seems to be involved in the anchoring of the catalytic components of the fumarate reductase complex to the cytoplasmic membrane,frdC,"GO:0000104,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016627,GO:0031224,GO:0044237,GO:0044425,GO:0044464,GO:0045333,GO:0055114,GO:0071944",,ko:K00246,R02164,,,Fumarate_red_C
PN96_RS14580,C,Belongs to the succinate dehydrogenase fumarate reductase iron-sulfur protein family,frdB,,1.3.5.4,ko:K00245,R02164,,,"Fer2_3,Fer4_8"
PN96_RS14585,C,"fumarate reductase, flavoprotein subunit",frdA,,1.3.5.4,ko:K00244,R02164,,,"FAD_binding_2,Succ_DH_flav_C"
PN96_RS14590,J,"With EpmB is involved in the beta-lysylation step of the post-translational modification of translation elongation factor P (EF-P). Catalyzes the ATP-dependent activation of (R)-beta-lysine produced by EpmB, forming a lysyl-adenylate, from which the beta- lysyl moiety is then transferred to the epsilon-amino group of a conserved specific lysine residue in EF-P",epmA,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006430,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,ko:K04568,,,,tRNA-synt_2
